"Indicator","Country","Year","WHO region","World Bank income group","Display Value","Numeric","Low","High","Comments"
"Population (in thousands) total","Togo","2010","Africa","","6028","6028.00000","","",""
"Population (in thousands) total","Tonga","2007","Western Pacific","","102","102.00000","","",""
"Population (in thousands) total","Tonga","2008","Western Pacific","","103","103.00000","","",""
"Population (in thousands) total","Tonga","2009","Western Pacific","","104","104.00000","","",""
"Population (in thousands) total","Tonga","2010","Western Pacific","","104","104.00000","","",""
"Population (in thousands) total","Trinidad and Tobago","2007","Americas","","1326","1326.00000","","",""
"Population (in thousands) total","Trinidad and Tobago","2008","Americas","","1331","1331.00000","","",""
"Population (in thousands) total","Trinidad and Tobago","2009","Americas","","1336","1336.00000","","",""
"Population (in thousands) total","Trinidad and Tobago","2010","Americas","","1341","1341.00000","","",""
"Population (in thousands) total","Tunisia","2007","Eastern Mediterranean","","10130","10130.00000","","",""
"Population (in thousands) total","Tunisia","2008","Eastern Mediterranean","","10247","10247.00000","","",""
"Population (in thousands) total","Tunisia","2009","Eastern Mediterranean","","10365","10365.00000","","",""
"Population (in thousands) total","Tunisia","2010","Eastern Mediterranean","","10481","10481.00000","","",""
"Population (in thousands) total","Turkey","2007","Europe","","69993","69993.00000","","",""
"Population (in thousands) total","Turkey","2008","Europe","","70924","70924.00000","","",""
"Population (in thousands) total","Turkey","2009","Europe","","71846","71846.00000","","",""
"Population (in thousands) total","Turkey","2010","Europe","","72752","72752.00000","","",""
"Population (in thousands) total","Turkmenistan","2007","Europe","","4859","4859.00000","","",""
"Population (in thousands) total","Turkmenistan","2008","Europe","","4918","4918.00000","","",""
"Population (in thousands) total","Turkmenistan","2009","Europe","","4980","4980.00000","","",""
"Population (in thousands) total","Turkmenistan","2010","Europe","","5042","5042.00000","","",""
"Population (in thousands) total","Tuvalu","2007","Western Pacific","","10","10.00000","","",""
"Population (in thousands) total","Tuvalu","2008","Western Pacific","","10","10.00000","","",""
"Population (in thousands) total","Tuvalu","2009","Western Pacific","","10","10.00000","","",""
"Population (in thousands) total","Tuvalu","2010","Western Pacific","","10","10.00000","","",""
"Population (in thousands) total","Uganda","2007","Africa","","30340","30340.00000","","",""
"Population (in thousands) total","Uganda","2008","Africa","","31339","31339.00000","","",""
"Population (in thousands) total","Uganda","2009","Africa","","32368","32368.00000","","",""
"Population (in thousands) total","Uganda","2010","Africa","","33425","33425.00000","","",""
"Population (in thousands) total","Ukraine","2007","Europe","","46282","46282.00000","","",""
"Population (in thousands) total","Ukraine","2008","Europe","","45992","45992.00000","","",""
"Population (in thousands) total","Ukraine","2009","Europe","","45715","45715.00000","","",""
"Population (in thousands) total","Ukraine","2010","Europe","","45448","45448.00000","","",""
"Population (in thousands) total","United Arab Emirates","2007","Eastern Mediterranean","","5406","5406.00000","","",""
"Population (in thousands) total","United Arab Emirates","2008","Eastern Mediterranean","","6207","6207.00000","","",""
"Population (in thousands) total","United Arab Emirates","2009","Eastern Mediterranean","","6939","6939.00000","","",""
"Population (in thousands) total","United Arab Emirates","2010","Eastern Mediterranean","","7512","7512.00000","","",""
"Population (in thousands) total","United Kingdom","2007","Europe","","60896","60896.00000","","",""
"Population (in thousands) total","United Kingdom","2008","Europe","","61270","61270.00000","","",""
"Population (in thousands) total","United Kingdom","2009","Europe","","61652","61652.00000","","",""
"Population (in thousands) total","United Kingdom","2010","Europe","","62036","62036.00000","","",""
"Population (in thousands) total","United Republic of Tanzania","2007","Africa","","41068","41068.00000","","",""
"Population (in thousands) total","United Republic of Tanzania","2008","Africa","","42268","42268.00000","","",""
"Population (in thousands) total","United Republic of Tanzania","2009","Africa","","43525","43525.00000","","",""
"Population (in thousands) total","United Republic of Tanzania","2010","Africa","","44841","44841.00000","","",""
"Population (in thousands) total","United States of America","2007","Americas","","302285","302285.00000","","",""
"Population (in thousands) total","United States of America","2008","Americas","","304989","304989.00000","","",""
"Population (in thousands) total","United States of America","2009","Americas","","307687","307687.00000","","",""
"Population (in thousands) total","United States of America","2010","Americas","","310384","310384.00000","","",""
"Population (in thousands) total","Uruguay","2007","Americas","","3336","3336.00000","","",""
"Population (in thousands) total","Uruguay","2008","Americas","","3346","3346.00000","","",""
"Population (in thousands) total","Uruguay","2009","Americas","","3357","3357.00000","","",""
"Population (in thousands) total","Uruguay","2010","Americas","","3369","3369.00000","","",""
"Population (in thousands) total","Uzbekistan","2007","Europe","","26504","26504.00000","","",""
"Population (in thousands) total","Uzbekistan","2008","Europe","","26812","26812.00000","","",""
"Population (in thousands) total","Uzbekistan","2009","Europe","","27128","27128.00000","","",""
"Population (in thousands) total","Uzbekistan","2010","Europe","","27445","27445.00000","","",""
"Population (in thousands) total","Vanuatu","2007","Western Pacific","","222","222.00000","","",""
"Population (in thousands) total","Vanuatu","2008","Western Pacific","","228","228.00000","","",""
"Population (in thousands) total","Vanuatu","2009","Western Pacific","","234","234.00000","","",""
"Population (in thousands) total","Vanuatu","2010","Western Pacific","","240","240.00000","","",""
"Population (in thousands) total","Venezuela (Bolivarian Republic of)","2007","Americas","","27593","27593.00000","","",""
"Population (in thousands) total","Venezuela (Bolivarian Republic of)","2008","Americas","","28057","28057.00000","","",""
"Population (in thousands) total","Venezuela (Bolivarian Republic of)","2009","Americas","","28520","28520.00000","","",""
"Population (in thousands) total","Venezuela (Bolivarian Republic of)","2010","Americas","","28980","28980.00000","","",""
"Population (in thousands) total","Viet Nam","2007","Western Pacific","","85007","85007.00000","","",""
"Population (in thousands) total","Viet Nam","2008","Western Pacific","","85952","85952.00000","","",""
"Population (in thousands) total","Viet Nam","2009","Western Pacific","","86901","86901.00000","","",""
"Population (in thousands) total","Viet Nam","2010","Western Pacific","","87848","87848.00000","","",""
"Population (in thousands) total","Yemen","2007","Eastern Mediterranean","","21947","21947.00000","","",""
"Population (in thousands) total","Yemen","2008","Eastern Mediterranean","","22627","22627.00000","","",""
"Population (in thousands) total","Yemen","2009","Eastern Mediterranean","","23328","23328.00000","","",""
"Population (in thousands) total","Yemen","2010","Eastern Mediterranean","","24053","24053.00000","","",""
"Population (in thousands) total","Zambia","2007","Africa","","12055","12055.00000","","",""
"Population (in thousands) total","Zambia","2008","Africa","","12380","12380.00000","","",""
"Population (in thousands) total","Zambia","2009","Africa","","12724","12724.00000","","",""
"Population (in thousands) total","Zambia","2010","Africa","","13089","13089.00000","","",""
"Population (in thousands) total","Zimbabwe","2007","Africa","","12481","12481.00000","","",""
"Population (in thousands) total","Zimbabwe","2008","Africa","","12452","12452.00000","","",""
"Population (in thousands) total","Zimbabwe","2009","Africa","","12474","12474.00000","","",""
"Population (in thousands) total","Zimbabwe","2010","Africa","","12571","12571.00000","","",""
"Crude birth rate (per 1000 population)","Afghanistan","2010","Eastern Mediterranean","","44","44.00000","","",""
"Crude death rate (per 1000 population)","Afghanistan","2009","Eastern Mediterranean","","16","16.00000","","",""
"Cellular subscribers (per 100 population)","Afghanistan","2010","Eastern Mediterranean","","41","41.00000","","",""
"Crude birth rate (per 1000 population)","Albania","2010","Europe","","13","13.00000","","",""
"Crude death rate (per 1000 population)","Albania","2009","Europe","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Albania","2010","Europe","","142","142.00000","","",""
"Crude birth rate (per 1000 population)","Algeria","2010","Africa","","20","20.00000","","",""
"Crude death rate (per 1000 population)","Algeria","2009","Africa","","5","5.00000","","",""
"Cellular subscribers (per 100 population)","Algeria","2010","Africa","","92","92.00000","","",""
"Crude birth rate (per 1000 population)","Andorra","2010","Europe","","10","10.00000","","",""
"Crude death rate (per 1000 population)","Andorra","2009","Europe","","8","8.00000","","",""
"Cellular subscribers (per 100 population)","Andorra","2010","Europe","","77","77.00000","","",""
"Crude birth rate (per 1000 population)","Angola","2010","Africa","","42","42.00000","","",""
"Crude death rate (per 1000 population)","Angola","2009","Africa","","13","13.00000","","",""
"Cellular subscribers (per 100 population)","Angola","2010","Africa","","47","47.00000","","",""
"Crude birth rate (per 1000 population)","Antigua and Barbuda","2010","Americas","","16","16.00000","","",""
"Crude death rate (per 1000 population)","Antigua and Barbuda","2009","Americas","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","Antigua and Barbuda","2010","Americas","","189","189.00000","","",""
"Crude birth rate (per 1000 population)","Argentina","2010","Americas","","17","17.00000","","",""
"Crude death rate (per 1000 population)","Argentina","2009","Americas","","8","8.00000","","",""
"Cellular subscribers (per 100 population)","Argentina","2010","Americas","","142","142.00000","","",""
"Crude birth rate (per 1000 population)","Armenia","2010","Europe","","15","15.00000","","",""
"Crude death rate (per 1000 population)","Armenia","2009","Europe","","14","14.00000","","",""
"Cellular subscribers (per 100 population)","Armenia","2010","Europe","","125","125.00000","","",""
"Crude birth rate (per 1000 population)","Australia","2010","Western Pacific","","14","14.00000","","",""
"Crude death rate (per 1000 population)","Australia","2009","Western Pacific","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Australia","2010","Western Pacific","","101","101.00000","","",""
"Crude birth rate (per 1000 population)","Austria","2010","Europe","","9","9.00000","","",""
"Crude death rate (per 1000 population)","Austria","2009","Europe","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Austria","2010","Europe","","146","146.00000","","",""
"Crude birth rate (per 1000 population)","Azerbaijan","2010","Europe","","20","20.00000","","",""
"Crude death rate (per 1000 population)","Azerbaijan","2009","Europe","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Azerbaijan","2010","Europe","","99","99.00000","","",""
"Crude birth rate (per 1000 population)","Bahamas","2010","Americas","","16","16.00000","","",""
"Crude death rate (per 1000 population)","Bahamas","2009","Americas","","5","5.00000","","",""
"Cellular subscribers (per 100 population)","Bahamas","2010","Americas","","125","125.00000","","",""
"Crude birth rate (per 1000 population)","Bahrain","2010","Eastern Mediterranean","","20","20.00000","","",""
"Crude death rate (per 1000 population)","Bahrain","2009","Eastern Mediterranean","","3","3.00000","","",""
"Cellular subscribers (per 100 population)","Bahrain","2010","Eastern Mediterranean","","124","124.00000","","",""
"Crude birth rate (per 1000 population)","Bangladesh","2010","South-East Asia","","20","20.00000","","",""
"Crude death rate (per 1000 population)","Bangladesh","2009","South-East Asia","","8","8.00000","","",""
"Cellular subscribers (per 100 population)","Bangladesh","2010","South-East Asia","","46","46.00000","","",""
"Crude birth rate (per 1000 population)","Barbados","2010","Americas","","11","11.00000","","",""
"Crude death rate (per 1000 population)","Barbados","2009","Americas","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Barbados","2010","Americas","","128","128.00000","","",""
"Crude birth rate (per 1000 population)","Belarus","2010","Europe","","11","11.00000","","",""
"Crude death rate (per 1000 population)","Belarus","2009","Europe","","14","14.00000","","",""
"Cellular subscribers (per 100 population)","Belarus","2010","Europe","","108","108.00000","","",""
"Crude birth rate (per 1000 population)","Belgium","2010","Europe","","12","12.00000","","",""
"Crude death rate (per 1000 population)","Belgium","2009","Europe","","10","10.00000","","",""
"Cellular subscribers (per 100 population)","Belgium","2010","Europe","","113","113.00000","","",""
"Crude birth rate (per 1000 population)","Belize","2010","Americas","","24","24.00000","","",""
"Crude death rate (per 1000 population)","Belize","2009","Americas","","4","4.00000","","",""
"Cellular subscribers (per 100 population)","Belize","2010","Americas","","62","62.00000","","",""
"Crude birth rate (per 1000 population)","Benin","2010","Africa","","40","40.00000","","",""
"Crude death rate (per 1000 population)","Benin","2009","Africa","","11","11.00000","","",""
"Cellular subscribers (per 100 population)","Benin","2010","Africa","","80","80.00000","","",""
"Crude birth rate (per 1000 population)","Bhutan","2010","South-East Asia","","20","20.00000","","",""
"Crude death rate (per 1000 population)","Bhutan","2009","South-East Asia","","8","8.00000","","",""
"Cellular subscribers (per 100 population)","Bhutan","2010","South-East Asia","","54","54.00000","","",""
"Crude birth rate (per 1000 population)","Bolivia (Plurinational State of)","2010","Americas","","26","26.00000","","",""
"Crude death rate (per 1000 population)","Bolivia (Plurinational State of)","2009","Americas","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Bolivia (Plurinational State of)","2010","Americas","","72","72.00000","","",""
"Crude birth rate (per 1000 population)","Bosnia and Herzegovina","2010","Europe","","8","8.00000","","",""
"Crude death rate (per 1000 population)","Bosnia and Herzegovina","2009","Europe","","10","10.00000","","",""
"Cellular subscribers (per 100 population)","Bosnia and Herzegovina","2010","Europe","","83","83.00000","","",""
"Crude birth rate (per 1000 population)","Botswana","2010","Africa","","24","24.00000","","",""
"Crude death rate (per 1000 population)","Botswana","2009","Africa","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Botswana","2010","Africa","","118","118.00000","","",""
"Crude birth rate (per 1000 population)","Brazil","2010","Americas","","16","16.00000","","",""
"Crude death rate (per 1000 population)","Brazil","2009","Americas","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Brazil","2010","Americas","","104","104.00000","","",""
"Crude birth rate (per 1000 population)","Brunei Darussalam","2010","Western Pacific","","19","19.00000","","",""
"Crude death rate (per 1000 population)","Brunei Darussalam","2009","Western Pacific","","4","4.00000","","",""
"Cellular subscribers (per 100 population)","Brunei Darussalam","2010","Western Pacific","","109","109.00000","","",""
"Crude birth rate (per 1000 population)","Bulgaria","2010","Europe","","10","10.00000","","",""
"Crude death rate (per 1000 population)","Bulgaria","2009","Europe","","14","14.00000","","",""
"Cellular subscribers (per 100 population)","Bulgaria","2010","Europe","","136","136.00000","","",""
"Crude birth rate (per 1000 population)","Burkina Faso","2010","Africa","","43","43.00000","","",""
"Crude death rate (per 1000 population)","Burkina Faso","2009","Africa","","13","13.00000","","",""
"Cellular subscribers (per 100 population)","Burkina Faso","2010","Africa","","35","35.00000","","",""
"Crude birth rate (per 1000 population)","Burundi","2010","Africa","","34","34.00000","","",""
"Crude death rate (per 1000 population)","Burundi","2009","Africa","","14","14.00000","","",""
"Cellular subscribers (per 100 population)","Burundi","2010","Africa","","14","14.00000","","",""
"Crude birth rate (per 1000 population)","Cambodia","2010","Western Pacific","","22","22.00000","","",""
"Crude death rate (per 1000 population)","Cambodia","2009","Western Pacific","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Cambodia","2010","Western Pacific","","58","58.00000","","",""
"Crude birth rate (per 1000 population)","Cameroon","2010","Africa","","36","36.00000","","",""
"Crude death rate (per 1000 population)","Cameroon","2009","Africa","","14","14.00000","","",""
"Cellular subscribers (per 100 population)","Cameroon","2010","Africa","","44","44.00000","","",""
"Crude birth rate (per 1000 population)","Canada","2010","Americas","","11","11.00000","","",""
"Crude death rate (per 1000 population)","Canada","2009","Americas","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","Canada","2010","Americas","","71","71.00000","","",""
"Crude birth rate (per 1000 population)","Cape Verde","2010","Africa","","21","21.00000","","",""
"Crude death rate (per 1000 population)","Cape Verde","2009","Africa","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Cape Verde","2010","Africa","","75","75.00000","","",""
"Crude birth rate (per 1000 population)","Central African Republic","2010","Africa","","35","35.00000","","",""
"Crude death rate (per 1000 population)","Central African Republic","2009","Africa","","16","16.00000","","",""
"Cellular subscribers (per 100 population)","Central African Republic","2010","Africa","","22","22.00000","","",""
"Crude birth rate (per 1000 population)","Chad","2010","Africa","","45","45.00000","","",""
"Crude death rate (per 1000 population)","Chad","2009","Africa","","17","17.00000","","",""
"Cellular subscribers (per 100 population)","Chad","2010","Africa","","24","24.00000","","",""
"Crude birth rate (per 1000 population)","Chile","2010","Americas","","14","14.00000","","",""
"Crude death rate (per 1000 population)","Chile","2009","Americas","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Chile","2010","Americas","","116","116.00000","","",""
"Crude birth rate (per 1000 population)","China","2010","Western Pacific","","12","12.00000","","",""
"Crude death rate (per 1000 population)","China","2009","Western Pacific","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","China","2010","Western Pacific","","64","64.00000","","",""
"Crude birth rate (per 1000 population)","Colombia","2010","Americas","","20","20.00000","","",""
"Crude death rate (per 1000 population)","Colombia","2009","Americas","","4","4.00000","","",""
"Cellular subscribers (per 100 population)","Colombia","2010","Americas","","96","96.00000","","",""
"Crude birth rate (per 1000 population)","Comoros","2010","Africa","","38","38.00000","","",""
"Crude death rate (per 1000 population)","Comoros","2009","Africa","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Comoros","2010","Africa","","22","22.00000","","",""
"Crude birth rate (per 1000 population)","Congo","2010","Africa","","35","35.00000","","",""
"Crude death rate (per 1000 population)","Congo","2009","Africa","","12","12.00000","","",""
"Cellular subscribers (per 100 population)","Congo","2010","Africa","","94","94.00000","","",""
"Crude birth rate (per 1000 population)","Cook Islands","2010","Western Pacific","","16","16.00000","","",""
"Crude death rate (per 1000 population)","Cook Islands","2009","Western Pacific","","4","4.00000","","",""
"Cellular subscribers (per 100 population)","Cook Islands","2010","Western Pacific","","38","38.00000","","",""
"Crude birth rate (per 1000 population)","Costa Rica","2010","Americas","","16","16.00000","","",""
"Crude death rate (per 1000 population)","Costa Rica","2009","Americas","","4","4.00000","","",""
"Cellular subscribers (per 100 population)","Costa Rica","2010","Americas","","65","65.00000","","",""
"Crude birth rate (per 1000 population)","Croatia","2010","Europe","","10","10.00000","","",""
"Crude death rate (per 1000 population)","Croatia","2009","Europe","","12","12.00000","","",""
"Cellular subscribers (per 100 population)","Croatia","2010","Europe","","144","144.00000","","",""
"Crude birth rate (per 1000 population)","Cuba","2010","Americas","","10","10.00000","","",""
"Crude death rate (per 1000 population)","Cuba","2009","Americas","","8","8.00000","","",""
"Cellular subscribers (per 100 population)","Cuba","2010","Americas","","9","9.00000","","",""
"Crude birth rate (per 1000 population)","Cyprus","2010","Europe","","12","12.00000","","",""
"Crude death rate (per 1000 population)","Cyprus","2009","Europe","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Cyprus","2010","Europe","","94","94.00000","","",""
"Crude birth rate (per 1000 population)","Czech Republic","2010","Europe","","11","11.00000","","",""
"Crude death rate (per 1000 population)","Czech Republic","2009","Europe","","10","10.00000","","",""
"Cellular subscribers (per 100 population)","Czech Republic","2010","Europe","","137","137.00000","","",""
"Crude birth rate (per 1000 population)","C?te d'Ivoire","2010","Africa","","34","34.00000","","",""
"Crude death rate (per 1000 population)","C?te d'Ivoire","2009","Africa","","15","15.00000","","",""
"Cellular subscribers (per 100 population)","C?te d'Ivoire","2010","Africa","","76","76.00000","","",""
"Crude birth rate (per 1000 population)","Democratic People's Republic of Korea","2010","South-East Asia","","14","14.00000","","",""
"Crude death rate (per 1000 population)","Democratic People's Republic of Korea","2009","South-East Asia","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Democratic People's Republic of Korea","2010","South-East Asia","","2","2.00000","","",""
"Crude birth rate (per 1000 population)","Democratic Republic of the Congo","2010","Africa","","44","44.00000","","",""
"Crude death rate (per 1000 population)","Democratic Republic of the Congo","2009","Africa","","16","16.00000","","",""
"Cellular subscribers (per 100 population)","Democratic Republic of the Congo","2010","Africa","","18","18.00000","","",""
"Crude birth rate (per 1000 population)","Denmark","2010","Europe","","12","12.00000","","",""
"Crude death rate (per 1000 population)","Denmark","2009","Europe","","10","10.00000","","",""
"Cellular subscribers (per 100 population)","Denmark","2010","Europe","","125","125.00000","","",""
"Crude birth rate (per 1000 population)","Djibouti","2010","Eastern Mediterranean","","29","29.00000","","",""
"Crude death rate (per 1000 population)","Djibouti","2009","Eastern Mediterranean","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Djibouti","2010","Eastern Mediterranean","","19","19.00000","","",""
"Crude birth rate (per 1000 population)","Dominica","2010","Americas","","16","16.00000","","",""
"Crude death rate (per 1000 population)","Dominica","2009","Americas","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","Dominica","2010","Americas","","156","156.00000","","",""
"Crude birth rate (per 1000 population)","Dominican Republic","2010","Americas","","22","22.00000","","",""
"Crude death rate (per 1000 population)","Dominican Republic","2009","Americas","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","Dominican Republic","2010","Americas","","90","90.00000","","",""
"Crude birth rate (per 1000 population)","Ecuador","2010","Americas","","21","21.00000","","",""
"Crude death rate (per 1000 population)","Ecuador","2009","Americas","","5","5.00000","","",""
"Cellular subscribers (per 100 population)","Ecuador","2010","Americas","","102","102.00000","","",""
"Crude birth rate (per 1000 population)","Egypt","2010","Eastern Mediterranean","","23","23.00000","","",""
"Crude death rate (per 1000 population)","Egypt","2009","Eastern Mediterranean","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Egypt","2010","Eastern Mediterranean","","87","87.00000","","",""
"Crude birth rate (per 1000 population)","El Salvador","2010","Americas","","20","20.00000","","",""
"Crude death rate (per 1000 population)","El Salvador","2009","Americas","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","El Salvador","2010","Americas","","124","124.00000","","",""
"Crude birth rate (per 1000 population)","Equatorial Guinea","2010","Africa","","37","37.00000","","",""
"Crude death rate (per 1000 population)","Equatorial Guinea","2009","Africa","","13","13.00000","","",""
"Cellular subscribers (per 100 population)","Equatorial Guinea","2010","Africa","","57","57.00000","","",""
"Crude birth rate (per 1000 population)","Eritrea","2010","Africa","","36","36.00000","","",""
"Crude death rate (per 1000 population)","Eritrea","2009","Africa","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Eritrea","2010","Africa","","4","4.00000","","",""
"Crude birth rate (per 1000 population)","Estonia","2010","Europe","","12","12.00000","","",""
"Crude death rate (per 1000 population)","Estonia","2009","Europe","","12","12.00000","","",""
"Cellular subscribers (per 100 population)","Estonia","2010","Europe","","123","123.00000","","",""
"Crude birth rate (per 1000 population)","Ethiopia","2010","Africa","","31","31.00000","","",""
"Crude death rate (per 1000 population)","Ethiopia","2009","Africa","","12","12.00000","","",""
"Cellular subscribers (per 100 population)","Ethiopia","2010","Africa","","8","8.00000","","",""
"Crude birth rate (per 1000 population)","Fiji","2010","Western Pacific","","22","22.00000","","",""
"Crude death rate (per 1000 population)","Fiji","2009","Western Pacific","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","Fiji","2010","Western Pacific","","81","81.00000","","",""
"Crude birth rate (per 1000 population)","Finland","2010","Europe","","11","11.00000","","",""
"Crude death rate (per 1000 population)","Finland","2009","Europe","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Finland","2010","Europe","","156","156.00000","","",""
"Crude birth rate (per 1000 population)","France","2010","Europe","","13","13.00000","","",""
"Crude death rate (per 1000 population)","France","2009","Europe","","8","8.00000","","",""
"Cellular subscribers (per 100 population)","France","2010","Europe","","101","101.00000","","",""
"Crude birth rate (per 1000 population)","Gabon","2010","Africa","","27","27.00000","","",""
"Crude death rate (per 1000 population)","Gabon","2009","Africa","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Gabon","2010","Africa","","107","107.00000","","",""
"Crude birth rate (per 1000 population)","Gambia","2010","Africa","","38","38.00000","","",""
"Crude death rate (per 1000 population)","Gambia","2009","Africa","","8","8.00000","","",""
"Cellular subscribers (per 100 population)","Gambia","2010","Africa","","86","86.00000","","",""
"Crude birth rate (per 1000 population)","Georgia","2010","Europe","","12","12.00000","","",""
"Crude death rate (per 1000 population)","Georgia","2009","Europe","","12","12.00000","","",""
"Cellular subscribers (per 100 population)","Georgia","2010","Europe","","91","91.00000","","",""
"Crude birth rate (per 1000 population)","Germany","2010","Europe","","8","8.00000","","",""
"Crude death rate (per 1000 population)","Germany","2009","Europe","","10","10.00000","","",""
"Cellular subscribers (per 100 population)","Germany","2010","Europe","","127","127.00000","","",""
"Crude birth rate (per 1000 population)","Ghana","2010","Africa","","32","32.00000","","",""
"Crude death rate (per 1000 population)","Ghana","2009","Africa","","10","10.00000","","",""
"Cellular subscribers (per 100 population)","Ghana","2010","Africa","","71","71.00000","","",""
"Crude birth rate (per 1000 population)","Greece","2010","Europe","","10","10.00000","","",""
"Crude death rate (per 1000 population)","Greece","2009","Europe","","10","10.00000","","",""
"Cellular subscribers (per 100 population)","Greece","2010","Europe","","108","108.00000","","",""
"Crude birth rate (per 1000 population)","Grenada","2010","Americas","","19","19.00000","","",""
"Crude death rate (per 1000 population)","Grenada","2009","Americas","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Grenada","2010","Americas","","117","117.00000","","",""
"Crude birth rate (per 1000 population)","Guatemala","2010","Americas","","32","32.00000","","",""
"Crude death rate (per 1000 population)","Guatemala","2009","Americas","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Guatemala","2010","Americas","","126","126.00000","","",""
"Crude birth rate (per 1000 population)","Guinea","2010","Africa","","39","39.00000","","",""
"Crude death rate (per 1000 population)","Guinea","2009","Africa","","14","14.00000","","",""
"Cellular subscribers (per 100 population)","Guinea","2010","Africa","","40","40.00000","","",""
"Crude birth rate (per 1000 population)","Guinea-Bissau","2010","Africa","","38","38.00000","","",""
"Crude death rate (per 1000 population)","Guinea-Bissau","2009","Africa","","16","16.00000","","",""
"Cellular subscribers (per 100 population)","Guinea-Bissau","2010","Africa","","39","39.00000","","",""
"Crude birth rate (per 1000 population)","Guyana","2010","Americas","","18","18.00000","","",""
"Crude death rate (per 1000 population)","Guyana","2009","Americas","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","Guyana","2010","Americas","","74","74.00000","","",""
"Crude birth rate (per 1000 population)","Haiti","2010","Americas","","27","27.00000","","",""
"Crude death rate (per 1000 population)","Haiti","2009","Americas","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Haiti","2010","Americas","","40","40.00000","","",""
"Crude birth rate (per 1000 population)","Honduras","2010","Americas","","27","27.00000","","",""
"Crude death rate (per 1000 population)","Honduras","2009","Americas","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Honduras","2010","Americas","","125","125.00000","","",""
"Crude birth rate (per 1000 population)","Hungary","2010","Europe","","10","10.00000","","",""
"Crude death rate (per 1000 population)","Hungary","2009","Europe","","13","13.00000","","",""
"Cellular subscribers (per 100 population)","Hungary","2010","Europe","","120","120.00000","","",""
"Crude birth rate (per 1000 population)","Iceland","2010","Europe","","15","15.00000","","",""
"Crude death rate (per 1000 population)","Iceland","2009","Europe","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Iceland","2010","Europe","","107","107.00000","","",""
"Crude birth rate (per 1000 population)","India","2010","South-East Asia","","22","22.00000","","",""
"Crude death rate (per 1000 population)","India","2009","South-East Asia","","8","8.00000","","",""
"Cellular subscribers (per 100 population)","India","2010","South-East Asia","","61","61.00000","","",""
"Crude birth rate (per 1000 population)","Indonesia","2010","South-East Asia","","18","18.00000","","",""
"Crude death rate (per 1000 population)","Indonesia","2009","South-East Asia","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","Indonesia","2010","South-East Asia","","92","92.00000","","",""
"Crude birth rate (per 1000 population)","Iran (Islamic Republic of)","2010","Eastern Mediterranean","","17","17.00000","","",""
"Crude death rate (per 1000 population)","Iran (Islamic Republic of)","2009","Eastern Mediterranean","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Iran (Islamic Republic of)","2010","Eastern Mediterranean","","91","91.00000","","",""
"Crude birth rate (per 1000 population)","Iraq","2010","Eastern Mediterranean","","35","35.00000","","",""
"Crude death rate (per 1000 population)","Iraq","2009","Eastern Mediterranean","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Iraq","2010","Eastern Mediterranean","","76","76.00000","","",""
"Crude birth rate (per 1000 population)","Ireland","2010","Europe","","16","16.00000","","",""
"Crude death rate (per 1000 population)","Ireland","2009","Europe","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","Ireland","2010","Europe","","105","105.00000","","",""
"Crude birth rate (per 1000 population)","Israel","2010","Europe","","21","21.00000","","",""
"Crude death rate (per 1000 population)","Israel","2009","Europe","","5","5.00000","","",""
"Cellular subscribers (per 100 population)","Israel","2010","Europe","","133","133.00000","","",""
"Crude birth rate (per 1000 population)","Italy","2010","Europe","","9","9.00000","","",""
