"Indicator","Country","Year","WHO region","World Bank income group","Display Value","Numeric","Low","High","Comments"
"Population (in thousands) total","Kuwait","2010","Eastern Mediterranean","","2737","2737.00000","","",""
"Population (in thousands) total","Kyrgyzstan","2007","Europe","","5139","5139.00000","","",""
"Population (in thousands) total","Kyrgyzstan","2008","Europe","","5204","5204.00000","","",""
"Population (in thousands) total","Kyrgyzstan","2009","Europe","","5271","5271.00000","","",""
"Population (in thousands) total","Kyrgyzstan","2010","Europe","","5334","5334.00000","","",""
"Population (in thousands) total","Lao People's Democratic Republic","2007","Western Pacific","","5931","5931.00000","","",""
"Population (in thousands) total","Lao People's Democratic Republic","2008","Western Pacific","","6022","6022.00000","","",""
"Population (in thousands) total","Lao People's Democratic Republic","2009","Western Pacific","","6112","6112.00000","","",""
"Population (in thousands) total","Lao People's Democratic Republic","2010","Western Pacific","","6201","6201.00000","","",""
"Population (in thousands) total","Latvia","2007","Europe","","2282","2282.00000","","",""
"Population (in thousands) total","Latvia","2008","Europe","","2271","2271.00000","","",""
"Population (in thousands) total","Latvia","2009","Europe","","2261","2261.00000","","",""
"Population (in thousands) total","Latvia","2010","Europe","","2252","2252.00000","","",""
"Population (in thousands) total","Lebanon","2007","Eastern Mediterranean","","4135","4135.00000","","",""
"Population (in thousands) total","Lebanon","2008","Eastern Mediterranean","","4167","4167.00000","","",""
"Population (in thousands) total","Lebanon","2009","Eastern Mediterranean","","4197","4197.00000","","",""
"Population (in thousands) total","Lebanon","2010","Eastern Mediterranean","","4228","4228.00000","","",""
"Population (in thousands) total","Lesotho","2007","Africa","","2106","2106.00000","","",""
"Population (in thousands) total","Lesotho","2008","Africa","","2127","2127.00000","","",""
"Population (in thousands) total","Lesotho","2009","Africa","","2149","2149.00000","","",""
"Population (in thousands) total","Lesotho","2010","Africa","","2171","2171.00000","","",""
"Population (in thousands) total","Liberia","2007","Africa","","3477","3477.00000","","",""
"Population (in thousands) total","Liberia","2008","Africa","","3658","3658.00000","","",""
"Population (in thousands) total","Liberia","2009","Africa","","3836","3836.00000","","",""
"Population (in thousands) total","Liberia","2010","Africa","","3994","3994.00000","","",""
"Population (in thousands) total","Libya","2007","Eastern Mediterranean","","6023","6023.00000","","",""
"Population (in thousands) total","Libya","2008","Eastern Mediterranean","","6150","6150.00000","","",""
"Population (in thousands) total","Libya","2009","Eastern Mediterranean","","6263","6263.00000","","",""
"Population (in thousands) total","Libya","2010","Eastern Mediterranean","","6355","6355.00000","","",""
"Population (in thousands) total","Lithuania","2007","Europe","","3379","3379.00000","","",""
"Population (in thousands) total","Lithuania","2008","Europe","","3360","3360.00000","","",""
"Population (in thousands) total","Lithuania","2009","Europe","","3341","3341.00000","","",""
"Population (in thousands) total","Lithuania","2010","Europe","","3324","3324.00000","","",""
"Population (in thousands) total","Luxembourg","2007","Europe","","476","476.00000","","",""
"Population (in thousands) total","Luxembourg","2008","Europe","","487","487.00000","","",""
"Population (in thousands) total","Luxembourg","2009","Europe","","498","498.00000","","",""
"Population (in thousands) total","Luxembourg","2010","Europe","","507","507.00000","","",""
"Population (in thousands) total","Madagascar","2007","Africa","","18980","18980.00000","","",""
"Population (in thousands) total","Madagascar","2008","Africa","","19546","19546.00000","","",""
"Population (in thousands) total","Madagascar","2009","Africa","","20124","20124.00000","","",""
"Population (in thousands) total","Madagascar","2010","Africa","","20714","20714.00000","","",""
"Population (in thousands) total","Malawi","2007","Africa","","13589","13589.00000","","",""
"Population (in thousands) total","Malawi","2008","Africa","","14005","14005.00000","","",""
"Population (in thousands) total","Malawi","2009","Africa","","14442","14442.00000","","",""
"Population (in thousands) total","Malawi","2010","Africa","","14901","14901.00000","","",""
"Population (in thousands) total","Malaysia","2007","Western Pacific","","27051","27051.00000","","",""
"Population (in thousands) total","Malaysia","2008","Western Pacific","","27502","27502.00000","","",""
"Population (in thousands) total","Malaysia","2009","Western Pacific","","27949","27949.00000","","",""
"Population (in thousands) total","Malaysia","2010","Western Pacific","","28401","28401.00000","","",""
"Population (in thousands) total","Maldives","2007","South-East Asia","","304","304.00000","","",""
"Population (in thousands) total","Maldives","2008","South-East Asia","","308","308.00000","","",""
"Population (in thousands) total","Maldives","2009","South-East Asia","","312","312.00000","","",""
"Population (in thousands) total","Maldives","2010","South-East Asia","","316","316.00000","","",""
"Population (in thousands) total","Mali","2007","Africa","","14021","14021.00000","","",""
"Population (in thousands) total","Mali","2008","Africa","","14460","14460.00000","","",""
"Population (in thousands) total","Mali","2009","Africa","","14910","14910.00000","","",""
"Population (in thousands) total","Mali","2010","Africa","","15370","15370.00000","","",""
"Population (in thousands) total","Malta","2007","Europe","","413","413.00000","","",""
"Population (in thousands) total","Malta","2008","Europe","","414","414.00000","","",""
"Population (in thousands) total","Malta","2009","Europe","","415","415.00000","","",""
"Population (in thousands) total","Malta","2010","Europe","","417","417.00000","","",""
"Population (in thousands) total","Marshall Islands","2007","Western Pacific","","52","52.00000","","",""
"Population (in thousands) total","Marshall Islands","2008","Western Pacific","","53","53.00000","","",""
"Population (in thousands) total","Marshall Islands","2009","Western Pacific","","53","53.00000","","",""
"Population (in thousands) total","Marshall Islands","2010","Western Pacific","","54","54.00000","","",""
"Population (in thousands) total","Mauritania","2007","Africa","","3213","3213.00000","","",""
"Population (in thousands) total","Mauritania","2008","Africa","","3295","3295.00000","","",""
"Population (in thousands) total","Mauritania","2009","Africa","","3378","3378.00000","","",""
"Population (in thousands) total","Mauritania","2010","Africa","","3460","3460.00000","","",""
"Population (in thousands) total","Mauritius","2007","Africa","","1276","1276.00000","","",""
"Population (in thousands) total","Mauritius","2008","Africa","","1284","1284.00000","","",""
"Population (in thousands) total","Mauritius","2009","Africa","","1292","1292.00000","","",""
"Population (in thousands) total","Mauritius","2010","Africa","","1299","1299.00000","","",""
"Population (in thousands) total","Mexico","2007","Americas","","109221","109221.00000","","",""
"Population (in thousands) total","Mexico","2008","Americas","","110627","110627.00000","","",""
"Population (in thousands) total","Mexico","2009","Americas","","112033","112033.00000","","",""
"Population (in thousands) total","Mexico","2010","Americas","","113423","113423.00000","","",""
"Population (in thousands) total","Micronesia (Federated States of)","2007","Western Pacific","","110","110.00000","","",""
"Population (in thousands) total","Micronesia (Federated States of)","2008","Western Pacific","","110","110.00000","","",""
"Population (in thousands) total","Micronesia (Federated States of)","2009","Western Pacific","","111","111.00000","","",""
"Population (in thousands) total","Micronesia (Federated States of)","2010","Western Pacific","","111","111.00000","","",""
"Population (in thousands) total","Monaco","2007","Europe","","35","35.00000","","",""
"Population (in thousands) total","Monaco","2008","Europe","","35","35.00000","","",""
"Population (in thousands) total","Monaco","2009","Europe","","35","35.00000","","",""
"Population (in thousands) total","Monaco","2010","Europe","","35","35.00000","","",""
"Population (in thousands) total","Mongolia","2007","Western Pacific","","2625","2625.00000","","",""
"Population (in thousands) total","Mongolia","2008","Western Pacific","","2667","2667.00000","","",""
"Population (in thousands) total","Mongolia","2009","Western Pacific","","2712","2712.00000","","",""
"Population (in thousands) total","Mongolia","2010","Western Pacific","","2756","2756.00000","","",""
"Population (in thousands) total","Montenegro","2007","Europe","","628","628.00000","","",""
"Population (in thousands) total","Montenegro","2008","Europe","","629","629.00000","","",""
"Population (in thousands) total","Montenegro","2009","Europe","","630","630.00000","","",""
"Population (in thousands) total","Montenegro","2010","Europe","","631","631.00000","","",""
"Population (in thousands) total","Morocco","2007","Eastern Mediterranean","","31011","31011.00000","","",""
"Population (in thousands) total","Morocco","2008","Eastern Mediterranean","","31321","31321.00000","","",""
"Population (in thousands) total","Morocco","2009","Eastern Mediterranean","","31635","31635.00000","","",""
"Population (in thousands) total","Morocco","2010","Eastern Mediterranean","","31951","31951.00000","","",""
"Population (in thousands) total","Mozambique","2007","Africa","","21811","21811.00000","","",""
"Population (in thousands) total","Mozambique","2008","Africa","","22333","22333.00000","","",""
